id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,class
5438,15.289573,-10.924121,-4.969106,17.188165,-8.324365,18.592052,-19.657104,2.548683,-2.439283,-4.172439,0.870248,-16.708914,13.290638,-19.621647,15.631459,9.786949,-9.308051,15.052736,-9.201129,-11.307857,B,B,A,A,C,D,A,B
5440,15.676711,-9.074763,-7.584790,16.797797,-8.337156,18.525894,-19.629586,6.600943,-2.484244,-4.879810,0.613174,-16.840888,13.231555,-19.270733,15.562938,9.852622,-9.358433,14.932841,-73.615894,-9.492163,A,E,A,B,C,D,A,C
5442,13.311234,-8.983184,-3.521426,17.435288,-7.417772,18.730752,-20.608867,0.195276,-1.214922,-3.032657,-0.605192,-17.668536,12.981496,-21.171698,17.583653,9.745380,-9.202451,15.245965,35.243123,-8.873798,D,D,B,B,A,A,A,A
5444,16.135997,-9.124414,-6.711381,17.131779,-8.378939,18.548144,-19.901000,5.247622,-2.288215,-4.713639,0.677451,-17.375964,13.553110,-19.572486,15.924039,9.796434,-9.341487,14.961003,-12.708435,-8.428838,B,E,A,C,D,B,A,B
5446,17.361885,-10.735365,-2.749844,17.214535,-8.385535,18.641090,-17.967413,-0.641883,-2.041157,-3.694220,0.920754,-18.397245,14.548974,-20.183368,15.546000,9.782513,-9.270712,15.133804,50.973575,-11.493866,B,D,A,B,A,D,A,B
5448,24.798038,-9.090000,-3.744792,17.022033,-8.393524,18.602930,-18.144861,0.821796,-9.193004,-4.113331,0.692904,-14.802208,18.322672,-9.377593,6.507818,9.814897,-9.299768,15.062755,32.261758,-10.592594,A,D,B,A,D,D,A,C
5450,21.742175,-11.123444,-6.402924,17.165973,-8.382652,18.559044,-19.690981,4.758033,-9.542617,-4.428532,0.977847,-12.011263,16.552167,-9.437267,7.045637,9.790682,-9.333187,15.009327,-24.844925,-6.857564,B,C,A,B,B,D,C,B
5452,22.813437,-10.950646,-4.062597,17.195280,-8.489833,18.595606,-19.819861,1.082803,-9.692310,-4.076538,1.091596,-12.740744,17.238039,-9.182525,6.969221,9.785752,-9.305344,15.068992,40.797032,-6.122136,B,B,A,A,A,D,A,B
5454,18.372700,-10.798586,-3.435006,16.996615,-8.392190,18.616041,-18.155714,0.441835,-1.940151,-3.965576,0.939310,-19.099212,14.970182,-20.344119,15.736839,9.819173,-9.289784,15.087803,14.840619,-13.093978,A,D,A,A,E,D,A,C
5456,13.992830,-11.678735,-3.029932,17.504173,-7.263652,18.739063,-18.421760,-0.291653,-0.937705,-2.882169,-0.242440,-18.416304,13.345940,-21.980461,17.135129,9.733793,-9.196124,15.271480,39.642957,-12.263805,D,F,C,B,B,A,A,A
5458,13.380389,-11.777048,-5.023954,17.340854,-7.428738,18.704748,-20.680546,2.553682,-1.146572,-3.170597,-0.048162,-17.808423,12.877024,-21.685989,17.700778,9.761264,-9.222246,15.222578,-22.650323,-11.319894,D,D,B,B,E,A,A,A
5460,22.876738,-9.126252,-5.188178,16.951989,-8.392914,18.568874,-19.846354,2.810380,-9.654862,-4.422627,0.696963,-12.825685,17.189874,-8.731296,7.028356,9.826680,-9.325701,15.010328,-13.902616,-12.719042,B,D,B,A,E,D,G,B
5462,17.327259,-8.866191,-3.511109,17.042400,-8.280969,18.623205,-17.986869,0.434990,-2.006120,-3.960084,0.507394,-18.430513,14.458885,-19.962548,15.597986,9.811470,-9.284329,15.088733,0.689051,-6.488045,B,D,C,A,D,D,A,B
5464,11.647425,-9.059346,-4.172700,17.643419,-7.276330,18.721296,-20.223454,1.347788,-1.363538,-3.136378,-0.761357,-16.712933,12.161524,-20.957120,17.233696,9.710373,-9.209649,15.228380,4.736168,-11.022329,D,C,A,A,E,A,B,A
5466,20.478187,-9.134745,-3.994497,17.624684,-7.493972,18.724754,-20.676552,0.836942,-9.247411,-3.017957,-0.484638,-11.293694,16.482287,-9.310906,8.052417,9.713524,-9.207017,15.248458,-11.317214,-11.780391,D,E,C,B,C,A,D,A
5468,17.384318,-10.806706,-4.378514,17.164186,-8.396647,18.591581,-17.909878,1.795533,-2.129955,-4.201309,0.946437,-18.277975,14.364901,-20.062561,15.411768,9.790983,-9.308409,15.047842,5.305708,-5.201232,B,B,A,B,B,D,A,B
5470,23.909399,-9.129902,-6.383173,17.133393,-8.455204,18.559332,-18.019396,4.816287,-9.089842,-4.513517,0.783553,-14.173576,17.717494,-9.534255,6.565586,9.796163,-9.332967,14.994922,-4.597170,-9.163520,B,F,B,A,A,C,D,B
5472,15.406389,-11.827253,-4.360737,17.575548,-7.435305,18.718267,-18.790784,1.793106,-0.603600,-3.100431,-0.030625,-19.598400,13.918541,-22.502263,17.689796,9.721788,-9.211954,15.234475,5.120645,-11.602644,D,F,C,C,A,A,D,A
5474,21.813024,-10.966152,-4.901747,16.982021,-8.340588,18.588760,-19.645880,2.427161,-9.587908,-4.115333,0.898058,-12.026060,16.683243,-9.329083,6.965196,9.821628,-9.310558,15.062416,-20.825721,-6.691907,A,E,A,A,C,D,A,C
5476,17.358140,-10.837612,-4.138752,17.180744,-8.375178,18.608641,-17.979855,1.511623,-2.019371,-4.024649,0.923028,-18.427511,14.417181,-20.232333,15.578429,9.788197,-9.295419,15.077789,20.896947,-6.620680,B,E,B,B,A,B,A,B
5478,17.181895,-10.970587,-5.144672,16.978435,-8.200561,18.582546,-17.997426,3.060629,-1.989822,-4.314978,0.717837,-18.376622,14.225665,-20.297997,15.622628,9.822231,-9.315289,15.028574,18.161511,-6.582357,B,F,B,A,D,B,D,B
5480,15.355682,-11.715851,-2.580411,17.628157,-7.425517,18.759033,-18.776174,-0.969215,-0.625445,-2.687257,-0.064394,-19.540205,14.096783,-22.451650,17.656497,9.712940,-9.180923,15.304528,22.226615,-7.387168,D,F,C,B,A,D,D,A
5482,13.932460,-11.828626,-5.348730,17.385115,-7.236904,18.693023,-18.456122,3.306596,-0.863334,-3.336459,-0.236973,-18.507145,13.080932,-22.115814,17.243410,9.753819,-9.231172,15.194457,11.716594,-7.019215,D,A,A,B,E,A,G,A
5484,15.391623,-11.858348,-4.998872,17.556513,-7.435067,18.693122,-18.737768,2.778341,-0.685277,-3.361736,-0.024378,-19.463619,13.790809,-22.385715,17.565823,9.724990,-9.231097,15.190172,-27.268903,-11.363352,D,F,C,B,E,A,D,A
5486,18.299845,-10.707544,-2.996778,17.166427,-8.508896,18.633833,-18.127807,-0.333399,-1.944239,-3.759790,1.080111,-19.052870,15.001117,-20.323460,15.722747,9.790606,-9.276237,15.122688,-27.582847,-6.515831,B,C,C,A,A,C,B,B
5488,15.571876,-8.887902,-1.271174,17.627221,-7.526006,18.778395,-18.687866,-3.012203,-0.769109,-2.578985,-0.487727,-19.418847,14.298943,-21.833598,17.440061,9.713097,-9.166186,15.322886,3.971366,-11.476213,D,G,A,B,C,A,C,A
5490,18.338239,-11.010189,-5.989555,17.115301,-8.434890,18.559136,-18.188918,4.404077,-1.873708,-4.553052,1.028353,-19.177332,14.745058,-20.477379,15.834396,9.799206,-9.333117,14.988221,-25.333857,-6.375237,B,A,B,A,C,E,G,B
5492,21.598486,-9.035653,-4.020001,17.226500,-8.393100,18.592978,-19.510434,1.040671,-9.582977,-4.178693,0.685002,-11.858383,16.582855,-8.810219,6.880098,9.780500,-9.307345,15.051676,-8.747286,-11.091988,B,D,A,B,A,D,A,B
5494,20.111298,-11.846728,-1.922796,17.719341,-7.381577,18.766633,-20.627175,-2.364069,-9.248988,-2.525157,-0.083688,-11.005665,16.472212,-10.052413,8.015354,9.697604,-9.175138,15.332013,-33.161239,-13.136248,D,D,A,A,C,A,A,A
5496,22.583383,-9.218258,-3.717667,17.644106,-7.438596,18.730190,-18.793285,0.684126,-8.684910,-3.018263,-0.537537,-13.500497,17.586674,-10.134303,7.473920,9.710257,-9.202878,15.248406,-9.292709,-8.575994,D,E,C,A,A,A,G,A
5498,15.251309,-11.444892,1.381743,17.737551,-7.418133,18.839757,-18.679078,-7.115623,-0.776804,-1.885643,-0.128596,-19.253883,14.475043,-22.182515,17.427170,9.694541,-9.119487,15.440446,33.962597,-12.762447,D,A,C,B,A,A,A,A
5500,13.925686,-9.076654,-4.477200,17.436293,-7.246397,18.712215,-18.441819,1.930588,-0.870197,-3.246375,-0.793289,-18.493178,13.174889,-21.704258,17.229967,9.745210,-9.216561,15.209730,9.627398,-6.637982,D,G,B,B,A,A,A,A
5502,23.501163,-9.011905,-3.063075,17.265720,-8.345189,18.624448,-17.942523,-0.260530,-9.113954,-3.901395,0.615665,-13.822307,17.696115,-9.471830,6.496127,9.773903,-9.283382,15.098683,14.133123,-6.858031,B,F,A,A,B,D,D,B
5504,24.790313,-8.839584,-1.311689,17.249012,-8.529759,18.661801,-18.085922,-3.048446,-9.270380,-3.495141,0.849728,-14.727666,18.502294,-9.207590,6.382844,9.776713,-9.254942,15.167555,24.801762,-9.782343,A,C,A,B,A,D,B,C
5506,16.494189,-10.912722,-5.835240,17.098384,-8.509153,18.561813,-19.851695,3.919762,-2.402164,-4.469086,1.111410,-17.394915,13.790486,-19.674920,15.758702,9.802052,-9.331078,15.002453,-5.358477,-9.582222,D,C,C,C,E,A,B,C
5508,24.601407,-11.122822,-6.343861,17.138033,-8.455180,18.557432,-18.172717,4.775205,-9.127711,-4.483765,1.072565,-14.700105,18.085833,-10.004013,6.601457,9.795382,-9.334414,14.999965,10.073570,-9.835414,A,C,A,A,D,D,B,C
5510,18.367754,-10.750510,-3.711394,17.136236,-8.533248,18.617291,-18.132210,0.878018,-1.942307,-3.919782,1.119048,-19.093319,14.972373,-20.333200,15.726657,9.795684,-9.288832,15.095565,3.702013,-5.859375,B,D,B,B,B,D,F,B
5512,16.458481,-10.944015,-6.742960,16.809397,-8.419251,18.547430,-19.875836,5.370433,-2.363578,-4.592781,0.997498,-17.433444,13.718386,-19.737513,15.817786,9.850670,-9.342032,14.981487,24.371984,-12.021549,C,D,A,A,A,E,A,B
5514,23.733900,-8.819908,-1.550627,17.138133,-8.403867,18.656593,-17.900699,-2.686023,-9.192842,-3.538620,0.671306,-13.937753,17.925055,-9.313917,6.378446,9.795365,-9.258907,15.160183,24.746453,-9.376450,B,B,A,B,A,D,A,B
5516,23.824678,-8.843185,-2.169106,17.246588,-8.457637,18.651504,-17.951632,-1.722357,-9.182472,-3.585478,0.749272,-14.020616,17.956187,-9.334199,6.417648,9.777121,-9.262782,15.152239,11.936742,-13.131008,B,C,B,C,C,D,B,B
5518,15.320502,-11.756789,-2.791987,17.493736,-7.337815,18.760562,-18.827357,-0.640724,-0.549947,-2.671999,-0.148801,-19.641913,14.087747,-22.570783,17.771814,9.735548,-9.179760,15.307115,-50.348474,-9.536685,D,E,C,A,D,A,A,A
5520,13.366723,-9.031788,-3.687827,17.576574,-7.512878,18.727680,-20.608296,0.608998,-1.217978,-3.055748,-0.479268,-17.688446,12.991112,-21.173288,17.579540,9.721615,-9.204789,15.242050,12.475018,-8.005390,D,G,B,B,D,B,A,A
5522,23.761201,-11.027323,-5.379455,16.956225,-8.315007,18.580104,-18.015859,3.357117,-9.091592,-4.241932,0.874589,-14.052394,17.698106,-10.026587,6.561607,9.825968,-9.317149,15.040956,2.993165,-7.596493,A,D,C,C,E,D,A,C
5524,20.355935,-8.941780,-0.874623,17.711103,-7.486294,18.788054,-20.584912,-4.004115,-9.308447,-2.391221,-0.527999,-11.137436,16.688647,-9.177498,7.921627,9.698990,-9.158834,15.354722,-13.801573,-7.428759,D,E,C,B,B,A,D,A
5526,18.290490,-10.856733,-4.389116,17.142862,-8.472599,18.600087,-18.156961,1.923847,-1.905407,-4.115103,1.054423,-19.104534,14.867484,-20.405270,15.782802,9.794570,-9.301932,15.062455,25.527062,-8.484780,A,C,C,B,A,D,B,C
5528,13.869735,-11.619789,-1.704937,17.691058,-7.290036,18.769701,-18.404227,-2.363439,-0.948335,-2.580044,-0.227928,-18.343705,13.451972,-21.954995,17.115746,9.702361,-9.172804,15.322706,5.268473,-5.417679,D,D,B,B,D,D,A,A
5530,22.688680,-9.152042,-5.602414,16.944441,-8.355491,18.567489,-19.865879,3.498280,-9.623984,-4.433556,0.648961,-12.700512,17.084849,-8.781410,7.075517,9.827950,-9.326756,15.008475,-22.826716,-11.937351,B,F,A,B,D,D,D,B
5532,23.841405,-9.046634,-5.002007,17.166670,-8.462390,18.584219,-17.964867,2.671991,-9.123560,-4.266899,0.782484,-14.087838,17.753400,-9.466323,6.496098,9.790565,-9.314016,15.036724,5.577176,-5.880452,B,A,B,A,A,D,G,B
5534,13.289465,-9.132553,-5.014634,17.365898,-7.380096,18.702787,-20.681036,2.665054,-1.124777,-3.316057,-0.623932,-17.802775,12.823729,-21.326928,17.728569,9.757051,-9.223739,15.197916,-29.018435,-10.161991,D,C,A,C,A,D,B,A
5536,18.508245,-9.088369,-5.999838,16.851776,-8.402821,18.558645,-18.183488,4.408059,-1.894124,-4.602904,0.705522,-19.241684,14.832872,-20.160901,15.805918,9.843540,-9.333491,14.979772,1.220533,-12.037397,A,B,A,A,C,D,A,C
5538,15.572490,-8.715621,-2.749598,17.201063,-8.453615,18.644997,-19.637547,-0.899283,-2.501286,-3.673432,0.727224,-16.760987,13.660439,-19.196134,15.544439,9.784779,-9.267736,15.137328,-42.180072,-6.850779,B,G,A,C,E,D,A,B
5540,15.494290,-10.869798,-5.391388,16.929524,-8.308304,18.576989,-19.617941,3.209718,-2.504579,-4.305396,0.840696,-16.715463,13.333626,-19.515492,15.532273,9.830460,-9.319521,15.030199,41.349880,-5.173932,B,A,A,A,B,D,G,B
5542,18.791368,-9.272904,-5.994409,17.396608,-7.263045,18.664225,-20.217809,3.918091,-9.049711,-3.641503,-0.736360,-10.196069,15.374144,-9.625733,7.945693,9.751886,-9.253097,15.142741,0.612648,-11.288944,D,B,C,B,A,A,A,A
5544,11.662165,-11.747723,-3.706257,17.504919,-7.200836,18.729883,-20.226175,0.471387,-1.385349,-2.946059,-0.291022,-16.683564,12.217118,-21.326243,17.207042,9.733667,-9.203112,15.260648,24.332716,-5.883394,D,A,B,B,C,E,G,A
5546,20.488730,-12.033548,-5.766438,17.566474,-7.499757,18.684459,-20.691363,3.766784,-9.220570,-3.317864,0.081735,-11.328621,16.327541,-10.147847,8.091652,9.723314,-9.237692,15.197610,-11.748256,-8.652629,D,B,C,A,E,A,A,A
5548,18.758125,-11.878150,-4.877705,17.607225,-7.409237,18.694981,-20.181662,2.380565,-9.108042,-3.200532,-0.047764,-10.109097,15.482910,-10.252397,7.856970,9.716460,-9.229682,15.217503,-12.895395,-7.035273,D,F,C,B,E,A,D,A
5550,17.463924,-10.785230,-4.225214,16.975254,-8.333746,18.605935,-17.978451,1.560722,-2.038133,-4.037793,0.860524,-18.456921,14.461222,-20.195904,15.553342,9.822766,-9.297479,15.075560,56.237879,-6.998023,A,E,A,A,C,D,E,C
5552,15.378554,-10.915989,-5.152251,16.962259,-8.264007,18.590986,-19.692405,2.896029,-2.415361,-4.168129,0.790621,-16.790863,13.331530,-19.655847,15.676327,9.824953,-9.308863,15.053467,33.759473,-12.090665,A,G,C,C,E,D,G,C
5554,23.714966,-9.003401,-3.578325,17.208394,-8.449294,18.608558,-17.908261,0.549032,-9.149500,-4.029741,0.758590,-13.962012,17.759829,-9.419029,6.435091,9.783546,-9.295482,15.076925,-40.564925,-10.470512,A,A,B,A,D,B,G,C
5556,20.219314,-11.996179,-4.423487,17.463738,-7.321874,18.712319,-20.677081,1.516538,-9.198121,-3.067408,-0.113892,-11.140860,16.299395,-10.166598,8.105377,9.740594,-9.216483,15.240073,6.443627,-11.374148,D,B,A,A,C,A,A,A
5558,23.440005,-9.040086,-3.622372,17.255717,-8.331917,18.608335,-17.929677,0.525099,-9.096021,-4.070001,0.601229,-13.789686,17.612339,-9.504114,6.511277,9.775585,-9.295652,15.070101,-11.044717,-12.051950,B,F,A,C,A,D,A,B
5560,22.595318,-11.082991,-5.861358,17.153720,-8.468719,18.568338,-19.856732,3.921214,-9.632505,-4.335998,1.084148,-12.617073,17.037358,-9.303182,7.059910,9.792743,-9.326109,15.025011,-18.198751,-11.813910,B,C,A,C,E,D,B,B
5562,22.496950,-8.892055,-1.929759,17.278353,-8.436278,18.654286,-19.811074,-2.197277,-9.698490,-3.559659,0.725862,-12.477815,17.264334,-8.610919,6.956413,9.771778,-9.260664,15.156617,20.895636,-8.667663,B,F,B,C,C,D,D,B
5564,18.068863,-10.858221,-3.871199,16.995881,-8.337251,18.617961,-18.173424,1.112755,-1.859676,-3.940437,0.876606,-19.049738,14.820251,-20.473683,15.847941,9.819296,-9.288322,15.092064,18.477513,-11.224820,A,F,A,A,C,C,D,C
5566,11.929604,-11.616999,-2.038386,17.672729,-7.334177,18.757550,-20.174004,-1.939984,-1.492200,-2.664112,-0.182385,-16.622291,12.497005,-21.145457,17.049553,9.705443,-9.182052,15.308452,5.380302,-11.094496,D,C,A,A,D,A,B,A
5568,15.361325,-8.997737,-5.655082,16.948058,-8.240411,18.571744,-19.640081,3.594733,-2.454893,-4.455793,0.469904,-16.722061,13.244398,-19.304234,15.604636,9.827342,-9.323515,15.004706,-14.642076,-10.118419,A,D,B,C,E,D,A,C
5570,23.807219,-8.911793,-2.640572,17.232410,-8.457748,18.638046,-17.943950,-0.903357,-9.172788,-3.721856,0.758342,-14.015306,17.902775,-9.364132,6.425381,9.779506,-9.273029,15.129119,4.050506,-10.601854,B,G,B,B,E,B,A,B
5572,21.717176,-9.072251,-5.404293,17.203223,-8.370213,18.581572,-19.683015,3.127941,-9.552208,-4.283808,0.658345,-11.982269,16.609216,-8.862896,7.029670,9.784416,-9.316031,15.033858,-27.711569,-9.573840,B,F,C,A,B,D,A,B
5574,21.565792,-8.814979,-1.034714,17.325407,-8.357226,18.672814,-19.580554,-3.590162,-9.638440,-3.372401,0.605869,-11.780525,16.842635,-8.677128,6.865361,9.763862,-9.246558,15.188364,-11.879997,-10.452786,A,B,A,B,A,D,D,C
5576,18.343437,-9.230629,-7.679842,16.809045,-8.284201,18.520906,-18.233321,6.907851,-1.808756,-5.019109,0.562321,-19.275378,14.619262,-20.308684,15.933534,9.850729,-9.362232,14.909234,5.030205,-8.276553,B,F,A,A,D,D,D,B
5578,21.653553,-9.130086,-5.869250,16.959639,-8.273601,18.559432,-19.609355,3.848772,-9.530203,-4.514301,0.533744,-11.951823,16.505943,-8.908462,7.004641,9.825393,-9.332891,14.994789,-9.557648,-10.105206,A,C,A,C,E,A,G,C
5580,22.496277,-10.994218,-4.072783,17.030822,-8.345460,18.607979,-19.854015,1.142790,-9.648187,-3.947240,0.908865,-12.522591,17.108591,-9.255421,7.040926,9.813418,-9.295923,15.090911,-2.867510,-11.761140,A,F,B,C,A,D,D,C
5582,17.455483,-10.728530,-3.391712,17.182272,-8.422797,18.624873,-17.956691,0.270178,-2.062412,-3.848182,0.968895,-18.416436,14.531353,-20.150581,15.514794,9.787940,-9.283059,15.107703,-35.337055,-7.841447,B,A,A,A,D,D,G,B
5584,21.858129,-8.883856,-2.925719,17.074813,-8.393846,18.630757,-19.599135,-0.654560,-9.639403,-3.760640,0.665803,-12.014798,16.846598,-8.692664,6.876791,9.806017,-9.278579,15.122544,68.369529,-10.228836,A,G,C,C,D,E,D,C
5586,15.365434,-10.904628,-4.989041,16.971987,-8.261448,18.590795,-19.660770,2.641585,-2.449008,-4.175284,0.785477,-16.733096,13.324059,-19.603927,15.620547,9.823316,-9.309008,15.052254,-31.698794,-11.646713,B,F,A,B,D,D,D,B
5588,11.794868,-11.859577,-6.116357,17.553976,-7.350607,18.679382,-20.231212,4.389607,-1.364506,-3.420116,-0.113474,-16.772695,11.997173,-21.376179,17.235650,9.725416,-9.241557,15.180274,-7.351183,-9.521144,D,D,B,B,E,B,E,A
5590,23.772410,-8.936948,-3.289019,17.053107,-8.374822,18.621033,-17.945846,0.011421,-9.148916,-3.899397,0.646496,-14.008941,17.829664,-9.404188,6.455365,9.809669,-9.285983,15.099021,-19.877483,-8.218450,B,D,B,A,B,A,A,B
5592,15.399126,-8.971688,-5.350541,17.166332,-8.360676,18.577397,-19.610948,3.126752,-2.487487,-4.394683,0.631597,-16.692142,13.286526,-19.251604,15.551244,9.790622,-9.319211,15.015064,-8.521118,-5.828955,A,D,A,B,B,D,A,C
5594,13.330927,-11.748421,-4.166708,17.388251,-7.423036,18.714819,-20.604894,1.372491,-1.230657,-3.082916,-0.060260,-17.652230,12.906249,-21.556207,17.562035,9.753291,-9.214579,15.237444,-28.869144,-13.097640,D,D,A,B,D,A,A,A
5596,13.168772,-11.809913,-4.026598,17.425087,-7.357606,18.726406,-20.681311,1.155414,-1.132875,-2.974765,-0.116737,-17.736415,12.891572,-21.711850,17.718439,9.747095,-9.205758,15.255781,52.236385,-10.963323,D,C,C,B,D,A,B,A
5598,21.542444,-11.208842,-7.060317,17.169504,-8.324576,18.535024,-19.635219,5.774480,-9.497645,-4.699101,0.916261,-11.893488,16.372797,-9.523762,7.058062,9.790088,-9.351480,14.963467,13.076430,-10.804677,B,E,B,B,C,D,D,B
5600,15.406205,-9.222477,-5.583654,17.555477,-7.417201,18.689175,-18.804287,3.669850,-0.567730,-3.505823,-0.562716,-19.654474,13.779374,-22.179622,17.741087,9.725164,-9.234101,15.165744,-16.142890,-8.313039,D,B,A,B,A,D,C,A
5602,15.475350,-9.098753,-7.055712,16.858867,-8.261990,18.538283,-19.640766,5.829427,-2.455482,-4.780575,0.513504,-16.779919,13.172879,-19.317328,15.604163,9.842347,-9.348997,14.949659,-1.820408,-7.939042,B,B,A,A,D,D,A,B
5604,16.361889,-10.778825,-3.295411,17.017630,-8.387205,18.618183,-19.839693,-0.027639,-2.428481,-3.911449,0.929684,-17.285180,13.944812,-19.613542,15.720263,9.815637,-9.288153,15.096978,-11.171422,-7.798978,A,G,B,A,E,D,A,C
5606,24.838490,-10.931705,-3.978870,16.996800,-8.415096,18.598231,-18.142272,1.102524,-9.204485,-4.078188,0.990122,-14.825088,18.330461,-9.844081,6.492604,9.819142,-9.303345,15.068713,-25.901432,-11.002334,C,D,B,C,D,E,F,B
5608,21.731517,-11.123489,-6.837015,16.895888,-8.284651,18.541514,-19.646528,5.427601,-9.526455,-4.609040,0.850911,-12.017799,16.493580,-9.459245,7.033660,9.836119,-9.346536,14.978732,-31.951538,-12.146805,A,D,A,B,D,A,A,C
5610,23.714751,-10.784910,-2.496740,17.231610,-8.455424,18.635116,-17.904738,-1.111493,-9.181811,-3.683111,1.020707,-13.932326,17.844131,-9.834033,6.393961,9.779640,-9.275260,15.135688,-40.967093,-9.395318,B,F,C,B,A,D,D,B
5612,15.509187,-11.699379,-3.448703,17.418632,-7.422116,18.728582,-18.722569,0.384362,-0.728560,-2.983555,-0.071486,-19.452032,14.018790,-22.295326,17.504288,9.748181,-9.204102,15.254291,-21.255666,-10.579404,D,D,C,A,D,A,A,A
5614,22.888934,-9.177542,-5.993958,16.909066,-8.387163,18.551634,-19.857843,4.060787,-9.637496,-4.596658,0.696006,-12.851125,17.145552,-8.768798,7.055230,9.833902,-9.338830,14.980830,52.618452,-10.640943,B,A,C,B,D,B,C,B
5616,23.721398,-8.905061,-2.657390,17.231548,-8.456099,18.630135,-17.897562,-0.967825,-9.172191,-3.811423,0.755166,-13.946474,17.831568,-9.363405,6.401931,9.779651,-9.279053,15.113935,-4.773086,-9.058627,C,B,A,B,D,D,A,B
5618,18.350221,-11.100960,-8.480897,17.025764,-8.488242,18.511823,-18.207270,8.174945,-1.815623,-4.997775,1.112634,-19.269049,14.593636,-20.578713,15.916330,9.814269,-9.369149,14.912849,-13.932241,-8.426158,A,A,B,A,A,D,G,C
5620,13.384504,-11.522449,-1.668345,17.613858,-7.545532,18.776091,-20.592936,-2.648233,-1.265856,-2.446475,0.027773,-17.620123,13.263031,-21.466314,17.512371,9.715344,-9.167939,15.345354,-39.892313,-7.031611,D,G,A,A,E,B,A,A
5622,16.301383,-11.149244,-8.368584,16.766973,-8.303512,18.510331,-19.926053,7.889352,-2.282319,-5.000639,0.879412,-17.471783,13.503519,-19.892773,15.941957,9.857808,-9.370286,14.912364,11.188448,-11.869331,A,B,A,B,D,D,A,C
5624,21.630496,-9.105884,-5.390075,16.978577,-8.290025,18.565010,-19.559209,3.107163,-9.543390,-4.461527,0.552820,-11.921016,16.510859,-8.883759,6.956570,9.822207,-9.328643,15.003734,7.386867,-12.926817,B,D,B,A,A,E,A,B
5626,20.473001,-9.261760,-4.631314,17.507317,-7.157718,18.705547,-18.451387,2.055873,-8.503953,-3.280214,-0.859479,-12.050950,16.402254,-10.404093,7.503335,9.733264,-9.221638,15.203993,38.239182,-8.918654,D,G,A,A,A,A,A,A
5628,22.494888,-9.287704,-4.361196,17.441078,-7.365056,18.703871,-18.741934,1.679076,-8.668809,-3.290987,-0.613351,-13.446790,17.441459,-10.173464,7.464144,9.744406,-9.222914,15.202167,-2.728993,-10.477353,D,D,A,C,C,A,A,A
5630,20.505770,-9.316631,-6.220461,17.405544,-7.187145,18.675938,-18.462550,4.525219,-8.481616,-3.552216,-0.815239,-12.099439,16.303550,-10.448711,7.536277,9.750383,-9.244179,15.157878,16.882041,-8.244907,D,E,A,A,A,A,A,A
5632,16.348986,-10.709470,-2.143674,17.219305,-8.459323,18.642683,-19.814625,-1.813169,-2.461470,-3.669031,1.014406,-17.229078,14.041107,-19.553016,15.667912,9.781710,-9.269499,15.138074,32.388884,-9.981085,B,F,A,B,C,D,D,B
5634,22.441528,-11.936656,-4.041020,17.621928,-7.448955,18.709285,-18.713174,1.201246,-8.692887,-3.132269,0.006884,-13.381175,17.433904,-10.834454,7.419359,9.713987,-9.218792,15.229077,-23.808109,-7.742331,D,F,A,B,C,A,F,A
5636,16.195533,-8.843940,-3.084444,17.046127,-8.359137,18.628574,-19.847166,-0.376414,-2.388150,-3.882937,0.612367,-17.257345,13.903578,-19.383795,15.774636,9.810843,-9.280241,15.101812,-22.327246,-9.152014,B,C,A,B,C,B,F,B
5638,18.091627,-10.903115,-4.726471,16.953631,-8.326253,18.598591,-18.185980,2.346167,-1.841976,-4.137173,0.869368,-19.088243,14.758473,-20.507294,15.875089,9.826404,-9.303071,15.058714,8.501325,-8.706319,A,F,C,A,B,D,D,C
5640,20.408380,-9.487844,-8.467717,17.228794,-7.348539,18.611398,-20.646407,7.774547,-9.124249,-4.182423,-0.595367,-11.362283,16.016192,-9.572357,8.162613,9.780114,-9.293320,15.051044,37.053103,-6.334575,D,C,B,B,A,A,B,A
5642,18.411248,-10.842495,-4.997957,16.900131,-8.415630,18.585475,-18.167487,2.768051,-1.909174,-4.250493,0.976979,-19.165859,14.876828,-20.397361,15.781158,9.835405,-9.313059,15.039505,-39.252401,-10.690223,C,B,A,B,C,D,F,B
5644,22.665543,-10.819944,-2.783198,17.217724,-8.517957,18.635418,-19.800762,-0.901928,-9.721394,-3.644133,1.109072,-12.594389,17.288854,-9.104204,6.924316,9.781976,-9.275030,15.142295,8.073209,-11.580690,A,F,B,A,C,E,D,C
5646,15.294821,-9.093942,-3.426831,17.626056,-7.387283,18.736087,-18.771921,0.319697,-0.613950,-3.046533,-0.622302,-19.529468,13.952138,-22.093673,17.670166,9.713293,-9.198389,15.243613,19.388189,-7.367997,D,E,A,B,E,A,D,A
5648,13.422195,-9.394989,-8.668307,17.445669,-7.499630,18.612109,-20.641195,8.334833,-1.144143,-4.230348,-0.431364,-17.830958,12.441655,-21.332048,17.687052,9.743633,-9.292778,15.042920,22.534078,-12.840725,D,D,A,B,C,A,A,A
